Subject,Type,RMSD.copx.IMF2,RMSD.copy.IMF5,RMSD.copy.IMF6,ApEn.copx.IMF2,ApEn.copy.IMF4,ApEn.copy.IMF5,SampEn.copy.IMF5,SampEn.copy.IMF7,POWER.copy.IMF5,POWER.copy.IMF6,MF.copy.IMF4,MF.copy.IMF5
88,Old,0.33395686,0.275559321,0.120870451,0.195602824,0.036043303,0.024074438,0.024463386,0,460.0671245,90.59246329,0.166666667,0.133333333
88,Old,0.33771218,0.39625225,0.198451686,0.146897259,0.039706606,0.014000547,0.009267149,0,988.2877419,265.8504522,0.183333333,0.083333333
91,Old,0.190343521,0.279598963,0.287382833,0.287902814,0.064452603,0.031985496,0.032357471,0.006210288,468.9744084,475.6239122,0.3,0.166666667
91,Old,0.180804928,0.333385912,0.508073683,0.317820355,0.047880645,0.018238997,0.018385759,0,646.2136779,1691.082639,0.25,0.083333333
91,Old,0.172402146,0.459110181,0.415625389,0.339896922,0.064430747,0.021273846,0.022394085,0,1313.97558,1070.603556,0.316666667,0.1
93,Old,0.324490428,0.298560635,0.239575711,0.307880095,0.048558656,0.025264301,0.025881376,0.00834071,535.69061,353.4457657,0.233333333,0.133333333
93,Old,0.339241204,0.250844953,0.289690232,0.293226661,0.052191665,0.029257146,0.030198107,0.005297659,379.0161035,503.3664675,0.25,0.15
93,Old,0.31613927,0.294748836,0.264134233,0.236556343,0.057428729,0.027267585,0.027339404,0.007500001,534.4668916,411.7348825,0.283333333,0.133333333
94,Old,0.43640761,0.316999896,0.327687989,0.306329589,0.053843251,0.025659399,0.026171853,0.009195319,616.4477038,661.5059734,0.266666667,0.116666667
94,Old,0.524486971,0.281176093,0.299308885,0.210677855,0.054068021,0.029598855,0.029994098,0.006289938,476.454844,527.9106195,0.266666667,0.15
94,Old,0.514024238,0.32377572,0.211633474,0.190225219,0.055018797,0.030075946,0.030537153,0.009185591,642.3630916,260.4486389,0.266666667,0.133333333
96,Old,0.474387789,0.305568001,0.348301316,0.214869541,0.055292167,0.028300337,0.02761044,0.01103084,565.9558826,733.3719218,0.266666667,0.133333333
96,Old,0.409729685,0.456033273,0.272411381,0.247387857,0.05137668,0.024418016,0.023015961,0.005355172,1267.072845,464.6196076,0.25,0.133333333
96,Old,0.307334795,0.573959489,0.423637698,0.264576951,0.043538183,0.022001604,0.022742113,0.007051922,1979.848665,1118.571496,0.2,0.116666667
98,Old,0.221142976,0.259023665,0.304159373,0.337447956,0.064668565,0.036258589,0.036703186,0.008521315,406.2560763,527.871568,0.3,0.166666667
98,Old,0.232648352,0.169988717,0.139295367,0.280646025,0.070928449,0.044221046,0.045857727,0.00897068,175.0785088,116.1275545,0.333333333,0.216666667
98,Old,0.23247413,0.333975303,0.288494517,0.334100589,0.063014371,0.028462146,0.030133872,0.011698789,683.119471,516.1618072,0.3,0.133333333
103,Old,0.791023535,0.466823403,0.376017519,0.142309056,0.050843444,0.023119041,0.023530352,0.005491347,1332.970023,925.7238282,0.25,0.116666667
103,Old,0.855458672,0.519955635,0.510223111,0.11634514,0.048458725,0.024620744,0.023902859,0,1625.881878,1708.219163,0.233333333,0.133333333
103,Old,0.643899093,0.422603365,0.366380928,0.161432169,0.04904469,0.023049648,0.02319255,0.004964041,1072.420618,859.6705076,0.25,0.116666667
104,Old,0.220886153,0.413175607,0.326289618,0.26415048,0.045108398,0.03062065,0.030816839,0.005120228,1044.286173,655.961934,0.2,0.15
104,Old,0.185176606,0.57906482,0.310845325,0.298162322,0.049815197,0.019256466,0.019309657,0.005984924,2077.288543,566.7216019,0.25,0.1
104,Old,0.177770178,0.337965321,0.214079141,0.335285972,0.056219153,0.031089461,0.03106602,0.006556925,689.0679676,277.121387,0.283333333,0.15
